id,program,title,link,upvotes,bounty,vuln_type,date
221908,Homebrew,Host header Injection,hackerone.com/reports/221908,7,0.0,Violation of Secure Design Principles,2017-04-19
221948,Phabricator,The mailbox verification API interface is unlimited and can be used as a mailbox bomb,hackerone.com/reports/221948,5,0.0,Improper Access Control - Generic,2017-04-26
221950,Phabricator,The special code in editor has no Authority control and can lead to Information Disclosure,hackerone.com/reports/221950,5,0.0,Information Disclosure,2017-04-22
221955,Uber,duplicate hsts headers lead to firefox ignoring hsts on  business.uber.com,hackerone.com/reports/221955,27,500.0,,2020-04-30
221989,Homebrew,Server version disclosure on [jenkins.brew.sh],hackerone.com/reports/221989,4,0.0,Information Disclosure,2017-04-19
222020,Internet Bug Bounty,Mercurial can be tricked into granting authorized users access to the Python debugger,hackerone.com/reports/222020,3,0.0,Code Injection,2017-07-12
222036,WordPress,Missing SSL can leak job token ,hackerone.com/reports/222036,13,0.0,Cleartext Transmission of Sensitive Information,2017-11-01
222040,WordPress,"Reflected XSS at https://da.wordpress.org/themes/?s= via ""s="" parameter ",hackerone.com/reports/222040,16,0.0,Cross-site Scripting (XSS) - Reflected,2017-07-26
222058,Nextcloud,Content Spoofing/Text Injection in https://demo.nextcloud.com,hackerone.com/reports/222058,13,0.0,Violation of Secure Design Principles,2017-04-28
222063,Homebrew,Sensitive information disclosure via response headers on jenkins.brew.sh,hackerone.com/reports/222063,1,0.0,Information Exposure Through an Error Message,2017-04-25
222080,Nextcloud,The email API to reset password is unlimited and can be used as a email bomb,hackerone.com/reports/222080,4,0.0,Improper Access Control - Generic,2017-04-20
222082,"OWOX, Inc.",Broken Authentication & Session Management (Login Bypass) at support.owox.com,hackerone.com/reports/222082,17,0.0,Improper Authentication - Generic,2017-05-22
222096,Homebrew,[bot.brew.sh] Full Path Disclosure,hackerone.com/reports/222096,8,0.0,Information Disclosure,2017-04-26
222108,Homebrew,Stack Trace on jenkins.brew.sh,hackerone.com/reports/222108,3,0.0,Stack Overflow,2017-04-19
222171,shopify-scripts,heap use after free in fiber_switch,hackerone.com/reports/222171,2,100.0,,2017-05-07
222224,WordPress,Stored but [SELF] XSS in mercantile.wordpress.org,hackerone.com/reports/222224,8,0.0,Cross-site Scripting (XSS) - Stored,2017-05-26
222294,shopify-scripts,heap-use-after-free in mrb_vm_exec - vm.c:1247,hackerone.com/reports/222294,3,800.0,Memory Corruption - Generic,2017-05-21
222660,Nextcloud,The email API to test email-server settings is unlimited and can be used as a email bomb,hackerone.com/reports/222660,2,0.0,Improper Access Control - Generic,2017-04-24
222667,Nextcloud,Possible SSRF in email server settings(SMTP mode),hackerone.com/reports/222667,2,0.0,Server-Side Request Forgery (SSRF),2017-05-15
222692,WordPress,"plugins.trac.wordpress.org likely vulnerable to Cross Site Tracing (xst), TRACE HTTP method should be disabled",hackerone.com/reports/222692,58,0.0,Violation of Secure Design Principles,2019-11-03
222724,Mapbox,Open Aws Amazon S3 Buckets,hackerone.com/reports/222724,39,500.0,Improper Authentication - Generic,2017-04-25
222762,Nextcloud,Clickjacking In https://demo.nextcloud.com,hackerone.com/reports/222762,4,0.0,UI Redressing (Clickjacking),2017-05-20
222805,Nextcloud,Content (Text) Injection at https://nextcloud.com,hackerone.com/reports/222805,3,0.0,Violation of Secure Design Principles,2017-05-15
222838,Nextcloud,Stored XSS in Gallery application (NC-SA-2017-010),hackerone.com/reports/222838,2,0.0,Cross-site Scripting (XSS) - Generic,2017-06-06
222870,Phabricator,IRC-Bot exposes information,hackerone.com/reports/222870,7,0.0,Information Disclosure,2017-04-21
223014,Uber,SAML Authentication Bypass on uchat.uberinternal.com,hackerone.com/reports/223014,87,8500.0,Improper Authentication - Generic,2017-09-05
223024,WordPress,Clickjacking In jobs.wordpress.net,hackerone.com/reports/223024,16,0.0,UI Redressing (Clickjacking),2018-08-22
223172,VK.com,"Просмотр привязного к странице email, всего лишь раз скомпрометировав письмо-уведомление",hackerone.com/reports/223172,5,100.0,Privacy Violation,2018-02-20
223203,Shopify,SVG Server Side Request Forgery (SSRF),hackerone.com/reports/223203,81,500.0,Server-Side Request Forgery (SSRF),2017-09-22
223324,Weblate,Registration captcha bypass,hackerone.com/reports/223324,8,0.0,Violation of Secure Design Principles,2017-05-17
223326,Weblate,"Open Redirect via ""next"" parameter in third-party authentication",hackerone.com/reports/223326,5,0.0,Open Redirect,2017-05-17
223327,Weblate,No expiration of session ID after Password change,hackerone.com/reports/223327,4,0.0,Insufficient Session Expiration,2017-05-17
223329,Weblate,Logout CSRF,hackerone.com/reports/223329,7,0.0,Cross-Site Request Forgery (CSRF),2017-05-17
223331,Weblate,[demo.weblate.org] Stored Self-XSS via Editor Link in Profile,hackerone.com/reports/223331,4,0.0,Cross-site Scripting (XSS) - Stored,2017-05-17
223333,Weblate,CSRF : Reset API ,hackerone.com/reports/223333,7,0.0,Cross-Site Request Forgery (CSRF),2017-05-17
223337,Weblate,No BruteForce Protection,hackerone.com/reports/223337,7,0.0,Improper Restriction of Authentication Attempts,2017-05-17
223339,Weblate,Activation tokens are not expiring,hackerone.com/reports/223339,9,0.0,Cross-Site Request Forgery (CSRF),2017-05-17
223343,Weblate,Already Registered Email Disclosure,hackerone.com/reports/223343,3,0.0,Information Disclosure,2017-05-17
223344,Weblate,CSV Injection with the CSV export feature,hackerone.com/reports/223344,7,0.0,OS Command Injection,2017-05-17
223345,Weblate,CSRF : Lock and Unlock Translation,hackerone.com/reports/223345,5,0.0,Cross-Site Request Forgery (CSRF),2017-05-17
223350,Weblate,Web server is vulnerable to Beast Attack,hackerone.com/reports/223350,5,0.0,Cryptographic Issues - Generic,2017-04-24
223355,Weblate,Insecure Account Removal,hackerone.com/reports/223355,9,0.0,Violation of Secure Design Principles,2017-05-17
223362,Weblate,Improper Password Reset Policy on https://hosted.weblate.org/,hackerone.com/reports/223362,2,0.0,Violation of Secure Design Principles,2017-05-17
223363,Ruby,Escape sequence injection vulnerability in WEBrick BasicAuth,hackerone.com/reports/223363,5,0.0,Command Injection - Generic,2017-09-15
223367,Weblate,CSRF - Changing the full name / adding a secondary email identity of an account via a GET request,hackerone.com/reports/223367,3,0.0,Cross-Site Request Forgery (CSRF),2017-06-02
223374,Weblate,You can simply just use passwords that simply are as 123456,hackerone.com/reports/223374,6,0.0,,2017-05-19
223384,Weblate,Directory Listing ,hackerone.com/reports/223384,3,0.0,Cleartext Storage of Sensitive Information,2017-06-16
223391,Weblate,Clickjacking docs.weblate.org,hackerone.com/reports/223391,5,0.0,,2017-06-05
223396,Weblate,hosted.weblate.org: X-XSS-Protection not enabled,hackerone.com/reports/223396,2,0.0,Cross-site Scripting (XSS) - Generic,2017-05-17
223421,Weblate,Open port leads to information disclosure,hackerone.com/reports/223421,5,0.0,Information Disclosure,2018-09-10
223427,Weblate,Login using disconnected google account i.e login using old email id,hackerone.com/reports/223427,6,0.0,Improper Authentication - Generic,2017-05-17
223430,Weblate,Content Spoofing,hackerone.com/reports/223430,10,0.0,Violation of Secure Design Principles,2017-05-17
223434,Weblate,Improper access control when an added email address is deleted from authentication,hackerone.com/reports/223434,8,0.0,Improper Access Control - Generic,2017-05-17
223435,Weblate,Open SMTP port can let anyone send email from mail.chihar.com,hackerone.com/reports/223435,6,0.0,Cryptographic Issues - Generic,2017-05-20
223454,Weblate,Missing restriction on string size of Full Name at https://demo.weblate.org/accounts/register/,hackerone.com/reports/223454,7,0.0,Memory Corruption - Generic,2017-05-18
223456,Weblate,Content Spoofing in error message,hackerone.com/reports/223456,4,0.0,Violation of Secure Design Principles,2017-05-17
223461,Weblate,Weak e-mail change functionality could lead to account takeover,hackerone.com/reports/223461,10,0.0,Violation of Secure Design Principles,2017-05-17
223475,Weblate,Existing sessions valid after removing third party auth,hackerone.com/reports/223475,4,0.0,Improper Authentication - Generic,2017-06-16
223525,Weblate,Spamming any user from Reset Password Function,hackerone.com/reports/223525,5,0.0,Violation of Secure Design Principles,2017-05-17
223531,Weblate,User Enumeration when adding email to account,hackerone.com/reports/223531,4,0.0,,2017-05-17
223542,Weblate,Abuse of Api that causes spamming users and possible DOS due to missing rate limit on contact form,hackerone.com/reports/223542,4,0.0,,2017-05-17
223545,Weblate,Missing DMARC on weblate.org,hackerone.com/reports/223545,4,0.0,,2017-05-17
223557,Weblate,Abuse of Api that causes spamming users and possible DOS due to missing rate limit,hackerone.com/reports/223557,2,0.0,,2017-05-17
223597,VK.com,"Посмотреть видеоролики, которые пользователь когда-либо скидывал в ЛС. ",hackerone.com/reports/223597,18,100.0,Privilege Escalation,2017-07-09
223609,Weblate,Notify user about password change,hackerone.com/reports/223609,3,0.0,Improper Authentication - Generic,2017-05-17
223618,Weblate,Null Password - Setting a new password doesn't check for empty spaces,hackerone.com/reports/223618,3,0.0,Weak Cryptography for Passwords,2017-05-18
223625,Udemy,Subdomain Takeover (and Stored XSS) via Trailing Dot at https://coding-exercises.udemy.com,hackerone.com/reports/223625,19,0.0,,2018-05-10
223630,Weblate,Content Spoofing,hackerone.com/reports/223630,4,0.0,,2017-05-17
223637,Weblate,[hosted.weblate.org]Account Takeover,hackerone.com/reports/223637,6,0.0,,2017-05-17
223653,Weblate,demo.weblate.org is vulnerable to SWEET32 Vulnerability,hackerone.com/reports/223653,2,0.0,Inadequate Encryption Strength,2017-05-17
223692,Weblate,Self XSS at translation page through Editor Link at demo.weblate.org,hackerone.com/reports/223692,3,0.0,Cross-site Scripting (XSS) - Generic,2017-05-17
223694,Weblate,No Rate Limitting at Change Password,hackerone.com/reports/223694,6,0.0,,2017-05-17
223718,Weblate,Open redirect in Signing in via Social Sites,hackerone.com/reports/223718,3,0.0,Open Redirect,2017-05-17
223723,Weblate,weblate.org: X-XSS-Protection not enabled,hackerone.com/reports/223723,2,0.0,Cross-site Scripting (XSS) - Generic,2017-05-17
223759,Nextcloud,information disclose,hackerone.com/reports/223759,2,0.0,Information Disclosure,2017-04-25
223846,Weblate,Access to completion page without performing any action,hackerone.com/reports/223846,5,0.0,Improper Access Control - Generic,2017-05-18
223851,Weblate,Setting a password with a single character,hackerone.com/reports/223851,3,0.0,Weak Cryptography for Passwords,2017-05-18
223854,Weblate,No Password Length Restriction leads to Denial of Service,hackerone.com/reports/223854,8,0.0,Uncontrolled Resource Consumption,2017-05-17
223931,Weblate,Specify maximal length in new comment,hackerone.com/reports/223931,2,0.0,Violation of Secure Design Principles,2017-05-17
223936,U.S. Dept Of Defense,Multiple cryptographic vulnerabilities in login page on ███████,hackerone.com/reports/223936,2,0.0,Cryptographic Issues - Generic,2019-12-02
223948,U.S. Dept Of Defense,Exposed ███████ Administrative Interface (ColdFusion 11),hackerone.com/reports/223948,7,0.0,Information Disclosure,2019-12-02
223999,Weblate,CSV export filter bypass leads to formula injection.,hackerone.com/reports/223999,6,0.0,Command Injection - Generic,2017-05-17
224006,Weblate,HttpOnly Flag not set ,hackerone.com/reports/224006,3,0.0,Violation of Secure Design Principles,2017-05-18
224015,Weblate,Specify maximal length in translation,hackerone.com/reports/224015,2,0.0,Violation of Secure Design Principles,2017-05-17
224072,Weblate,Running 2 accounts with a single email,hackerone.com/reports/224072,7,0.0,Business Logic Errors,2017-05-18
224095,ownCloud,password reset email spamming,hackerone.com/reports/224095,4,0.0,Improper Access Control - Generic,2017-05-17
224096,Shopify,ShopifyAPI is vulnerable to timing attacks.,hackerone.com/reports/224096,9,0.0,Cryptographic Issues - Generic,2017-06-23
224108,Nextcloud,Cross Site Scripting,hackerone.com/reports/224108,1,0.0,,2017-04-26
224186,Weblate,Email spoofing at weblate.org,hackerone.com/reports/224186,3,0.0,,2017-06-16
224198,GitLab,Missing/Breach of Internal Security Boundary - Access to Job Queue Results in Remote Code Execution,hackerone.com/reports/224198,0,0.0,Violation of Secure Design Principles,2017-06-28
224214,WordPress,Lack of Password Confirmation when Changing Password and Email,hackerone.com/reports/224214,7,0.0,,2017-04-28
224287,Weblate,Email verification over an unencrypted channel,hackerone.com/reports/224287,4,0.0,Man-in-the-Middle,2017-05-17
224291,Weblate,CSV Injection with the CVS export feature - Glossary,hackerone.com/reports/224291,4,0.0,Command Injection - Generic,2017-05-17
224317,Weblate,Open redirect while disconnecting authenticated account,hackerone.com/reports/224317,5,0.0,Open Redirect,2017-06-08
224342,Weblate,Bypassing captcha in registration on Hosted site,hackerone.com/reports/224342,4,0.0,Uncontrolled Resource Consumption,2017-07-03
224362,Weblate,Invalidate session after password reset - hosted website,hackerone.com/reports/224362,8,0.0,,2017-07-03
224379,Weblate,session id missing secure flag - Hosted Website,hackerone.com/reports/224379,5,0.0,,2017-05-17
224460,Weblate,Rate Limit Bypass on login Page,hackerone.com/reports/224460,17,0.0,Improper Authentication - Generic,2017-05-17
224556,WordPress,Self-XSS in WordPress Editor Link Modal,hackerone.com/reports/224556,8,0.0,Cross-site Scripting (XSS) - Generic,2017-11-08
224572,Weblate,Weak password policy,hackerone.com/reports/224572,10,0.0,,2017-08-18
224927,Nextcloud,Missing Rate Limiting protection leading to mass triggering of e-mails,hackerone.com/reports/224927,5,0.0,Violation of Secure Design Principles,2017-06-05
225020,U.S. Dept Of Defense,reflected xss @ www.█████████,hackerone.com/reports/225020,5,0.0,Cross-site Scripting (XSS) - Reflected,2021-03-11
225098,Nextcloud,SQL exception in JSON format,hackerone.com/reports/225098,6,0.0,Information Exposure Through an Error Message,2020-01-31
225100,Weblate,CSRF to Connect third party Account,hackerone.com/reports/225100,7,0.0,Cross-Site Request Forgery (CSRF),2017-05-02
225243,Uber,phone number exposure for riders/drivers given email/uuid,hackerone.com/reports/225243,36,0.0,Information Exposure Through an Error Message,2017-06-02
225495,Weblate,full path disclosure at hosted.weblate.org/admin/accounts/profile/ ,hackerone.com/reports/225495,2,0.0,Path Traversal,2017-05-17
225537,Mapbox,Node modules path disclosure due to lack of error handling,hackerone.com/reports/225537,17,0.0,Information Disclosure,2017-07-11
225540,Weblate,Incorrect HTTPS Certificate,hackerone.com/reports/225540,2,0.0,Improper Certificate Validation,2017-06-16
225555,Weblate,ClickJacking on Debug,hackerone.com/reports/225555,2,0.0,UI Redressing (Clickjacking),2017-06-16
225653,Weblate,Account Takeover using Third party Auth CSRF,hackerone.com/reports/225653,11,0.0,Cross-Site Request Forgery (CSRF),2017-05-17
225722,Weblate,7BO: Binary Option Robot URL should be HTTPS,hackerone.com/reports/225722,3,0.0,,2017-06-16
225754,HackerOne,Insecure SHA1withRSA in b5s.hackerone-ext-content.com and a4l.hackerone-ext-content.com,hackerone.com/reports/225754,19,0.0,Use of a Broken or Risky Cryptographic Algorithm,2017-06-21
225769,Weblate,Facebook share URL should be HTTPS,hackerone.com/reports/225769,2,0.0,,2017-06-16
225777,Nextcloud,DOMPurify 0.8.9 released,hackerone.com/reports/225777,6,0.0,Cross-site Scripting (XSS) - Generic,2020-03-01
225833,HackerOne,"www.hackerone.com website CSP ""script-src"" includes ""unsafe-inline""",hackerone.com/reports/225833,17,0.0,Violation of Secure Design Principles,2017-05-23
225901,Weblate,Missing filteration of meta characters in full name field on registration page https://demo.weblate.org/accounts/register,hackerone.com/reports/225901,9,0.0,Violation of Secure Design Principles,2017-05-22
225936,U.S. Dept Of Defense,Cross-site scripting (XSS) vulnerability on a DoD website,hackerone.com/reports/225936,8,0.0,CRLF Injection,2017-08-15
226037,Nextcloud,Wordpress Vulnerable to Potential Unauthorized Password Reset,hackerone.com/reports/226037,11,0.0,,2017-08-15
226094,Paragon Initiative Enterprises,I am because bug,hackerone.com/reports/226094,40,0.0,,2017-05-05
226097,Nextcloud,I am because bug,hackerone.com/reports/226097,32,0.0,,2017-05-04
226104,Paragon Initiative Enterprises,Incomplete fix for #181225 (target=_blank vulnerability),hackerone.com/reports/226104,5,0.0,,2018-04-20
226199,HackerOne,Changing Victim's JIRA Integration Settings Through Multiple Bugs,hackerone.com/reports/226199,36,1000.0,Business Logic Errors,2017-05-23
226200,shopify-scripts,OP_SCALL in LHS of a OP_ASGN resulting in arbitrary memory write,hackerone.com/reports/226200,3,0.0,Write-what-where Condition,2017-05-30
226203,Paragon Initiative Enterprises,Cross-site-Scripting,hackerone.com/reports/226203,4,0.0,Cross-site Scripting (XSS) - Stored,2017-05-05
226211,U.S. Dept Of Defense,SQL Injection vulnerability in a DoD website,hackerone.com/reports/226211,3,0.0,SQL Injection,2017-08-15
226212,Paragon Initiative Enterprises,directory information disclose,hackerone.com/reports/226212,2,0.0,Information Disclosure,2017-05-05
226245,U.S. Dept Of Defense,Remote code execution (RCE) in multiple DoD websites,hackerone.com/reports/226245,8,0.0,Code Injection,2017-07-05
226334,Paragon Initiative Enterprises,Improper validation of Email ,hackerone.com/reports/226334,2,0.0,,2017-05-07
226335,RubyGems,"Escape sequence injection in ""summary"" field",hackerone.com/reports/226335,6,500.0,Command Injection - Generic,2017-08-30
226343,Paragon Initiative Enterprises,Full Path Disclosure in airship.paragonie.com '/cabins/',hackerone.com/reports/226343,0,0.0,,2017-10-16
226408,Shopify,Open Redirect in shopify app URL,hackerone.com/reports/226408,8,0.0,Open Redirect,2017-07-21
226418,HackerOne,HackerOne reports escalation to JIRA is CSRF vulnerable,hackerone.com/reports/226418,36,500.0,Cross-Site Request Forgery (CSRF),2017-08-30
226427,U.S. Dept Of Defense,Information disclosure vulnerability on a DoD website,hackerone.com/reports/226427,6,0.0,Information Exposure Through Debug Information,2017-07-05
226428,Shopify,Reflected XSS in <any>.myshopify.com through theme preview,hackerone.com/reports/226428,69,0.0,Cross-site Scripting (XSS) - Reflected,2017-05-29
226505,Paragon Initiative Enterprises,There is an vulnerability in https://bridge.cspr.ng where an attacker can users directory,hackerone.com/reports/226505,1,0.0,,2017-05-07
226514,Paragon Initiative Enterprises,Full Path Disclousure on https://airship.paragonie.com,hackerone.com/reports/226514,2,0.0,Information Disclosure,2017-05-07
226518,Paragon Initiative Enterprises,no session logout after changing the password  in https://bridge.cspr.ng/,hackerone.com/reports/226518,2,0.0,,2017-05-07
226612,Mixmax,CSRF,hackerone.com/reports/226612,9,0.0,Cross-Site Request Forgery (CSRF),2017-06-01
226648,Gratipay,Unauthorized access to the slack channel via inside.gratipay.com/appendices/chat,hackerone.com/reports/226648,2,0.0,Improper Authentication - Generic,2017-05-09
226659,Concrete CMS,Password Reset link hijacking via Host Header Poisoning ,hackerone.com/reports/226659,71,0.0,Privilege Escalation,2017-06-06
226712,Paragon Initiative Enterprises,Broken Authentication & Session Management - Failure to Invalidate Session on all other browsers at Password change,hackerone.com/reports/226712,9,0.0,Improper Authentication - Generic,2017-05-07
226756,VK.com,local file disclosure via FFmpeg hls processing,hackerone.com/reports/226756,77,1000.0,Information Disclosure,2017-06-24
226783,Ubiquiti Inc.,HTML Injection on airlink.ubnt.com,hackerone.com/reports/226783,9,0.0,Code Injection,2017-06-22
226896,Nextcloud,Nextcloud Server Remote Command Execution,hackerone.com/reports/226896,4,0.0,,2017-05-10
227102,U.S. Dept Of Defense,Two Error-Based SQLi in courses.aspx on ██████████,hackerone.com/reports/227102,0,0.0,SQL Injection,2019-12-02
227230,Shopify,API Webhooks Fire And Are Unlisted After Permissions Removed,hackerone.com/reports/227230,9,0.0,Improper Access Control - Generic,2017-06-27
227344,Internet Bug Bounty,CVE-2017-8798 - miniupnp getHTTPResponse chunked encoding integer signedness error,hackerone.com/reports/227344,2,0.0,Integer Overflow,2019-11-12
227486,Starbucks,XSS on https://www.starbucks.co.uk (can lead to credit card theft) (/shop/paymentmethod),hackerone.com/reports/227486,27,0.0,Cross-site Scripting (XSS) - Generic,2018-05-22
227587,U.S. Dept Of Defense,SQL Injection vulnerability in a DoD website,hackerone.com/reports/227587,4,0.0,SQL Injection,2017-08-15
227643,U.S. Dept Of Defense,Cross-site scripting (XSS) vulnerability on a DoD website,hackerone.com/reports/227643,4,0.0,Cross-site Scripting (XSS) - Reflected,2017-07-05
227659,Teradici,Weak password requirement on techsupport.teradici.com ,hackerone.com/reports/227659,5,0.0,,2017-05-29
227725,Starbucks,Missing CSRF Token On Add Coupon To Basket,hackerone.com/reports/227725,8,0.0,Cross-Site Request Forgery (CSRF),2019-01-22
227726,Starbucks,Missing CSRF Token On Remove Coupun From Cart,hackerone.com/reports/227726,10,0.0,Cross-Site Request Forgery (CSRF),2019-02-08
227762,shopify-scripts,Heap Overflow in fiber_switch triggered from Fiber.transfer,hackerone.com/reports/227762,3,0.0,Heap Overflow,2017-05-30
227781,VK.com,Получение предложенных фотографий паблику ,hackerone.com/reports/227781,11,200.0,Information Disclosure,2018-05-30
227809,Instacart,XSS at in instacart.com/store/partner_recipe,hackerone.com/reports/227809,18,0.0,Cross-site Scripting (XSS) - Generic,2017-05-30
227833,Instacart,Reverse Tab-nabbing at www.instacart.com/store/partner_recipe?recipe_url=,hackerone.com/reports/227833,19,0.0,,2017-05-30
227837,Yelp,ClickJacking in editing business name,hackerone.com/reports/227837,0,0.0,UI Redressing (Clickjacking),2017-11-09
227880,U.S. Dept Of Defense,XXE in DoD website that may lead to RCE,hackerone.com/reports/227880,97,0.0,XML External Entities (XXE),2019-10-04
228112,Paragon Initiative Enterprises,"Directory Disclose,Email Disclose Zendmail vulnerability",hackerone.com/reports/228112,8,0.0,Information Exposure Through Directory Listing,2017-06-21
228156,Legal Robot,https://www.legalrobot.com/,hackerone.com/reports/228156,1,0.0,Information Disclosure,2018-03-14
228295,Yelp,User can be fooled to Bookmark any restaurant by clickjacking,hackerone.com/reports/228295,0,0.0,UI Redressing (Clickjacking),2017-11-09
228323,Teradici,Weak Password Policy on techsupport.teradici.com,hackerone.com/reports/228323,2,0.0,Privacy Violation,2017-05-29
228377,Discourse,SSRF in upload IMG through URL,hackerone.com/reports/228377,32,64.0,Information Disclosure,2017-06-18
228383,U.S. Dept Of Defense,IDOR on DoD Website exposes FTP users and passes linked to all accounts!,hackerone.com/reports/228383,20,0.0,Insecure Direct Object Reference (IDOR),2019-10-04
228399,Discourse,"Any authenticated user can download full list of users, including email",hackerone.com/reports/228399,19,256.0,Privacy Violation,2017-06-17
228471,Weblate,DNSSEC Zone Walk using NSEC Records,hackerone.com/reports/228471,1,0.0,Information Disclosure,2018-01-30
228539,Quora,self xss in,hackerone.com/reports/228539,7,0.0,Cross-site Scripting (XSS) - Generic,2017-05-22
228648,HackerOne,WannaCrypt “Killswitch”,hackerone.com/reports/228648,808,0.0,,2017-05-13
228825,Nextcloud,(Authenticated) RCE by bypassing of the .htaccess blacklist,hackerone.com/reports/228825,7,0.0,Code Injection,2020-03-01
228854,WordPress,WordPress Automatic Update Protocol Does Not Authenticate Updates Provided by the Server,hackerone.com/reports/228854,2,0.0,Cryptographic Issues - Generic,2019-07-22
228873,PortSwigger Web Security,Misconfiguration: Missing Custom Error Page (CWE-12 & CWE-756),hackerone.com/reports/228873,5,0.0,,2017-05-16
229170,Nextcloud,RTLO character allowed in shared files,hackerone.com/reports/229170,4,0.0,UI Redressing (Clickjacking),2020-08-17
229199,U.S. Dept Of Defense,Limited code execution vulnerability on a DoD website,hackerone.com/reports/229199,7,0.0,Server-Side Request Forgery (SSRF),2017-07-05
229405,Weblate,Csrf in watch-unwatch projects,hackerone.com/reports/229405,5,0.0,Cross-Site Request Forgery (CSRF),2017-08-17
229417,Weblate,Design Flaw in session management of password reset ,hackerone.com/reports/229417,7,0.0,Improper Access Control - Generic,2017-06-02
229483,Weblate,Improper validation of unicode characters,hackerone.com/reports/229483,4,0.0,,2017-06-19
229498,Starbucks,Host header injection/redirection via newsletter signup,hackerone.com/reports/229498,19,0.0,,2018-06-08
229511,Weblate,No Rate Limiting at /contact,hackerone.com/reports/229511,8,0.0,Memory Corruption - Generic,2017-06-02
229528,Weblate,Login CSRF : Login Authentication Flaw,hackerone.com/reports/229528,11,0.0,Cross-Site Request Forgery (CSRF),2017-06-02
229532,Weblate,Insecure Account Removal #2,hackerone.com/reports/229532,16,0.0,Violation of Secure Design Principles,2018-08-28
229541,Weblate,Captcha Bypass at Email Reset can lead to Spamming users.,hackerone.com/reports/229541,7,0.0,Violation of Secure Design Principles,2017-06-02
229577,Weblate,Old password can be new password,hackerone.com/reports/229577,6,0.0,,2017-06-03
229584,Weblate,Captcha bypass at registration,hackerone.com/reports/229584,3,0.0,,2017-06-28
229599,Nextcloud,Email Spoofing Vulnerability from nextcloud.,hackerone.com/reports/229599,15,0.0,,2017-05-18
229619,Shopify,Ability to verify any email address you don't own - accounts.shopify.com,hackerone.com/reports/229619,76,0.0,Violation of Secure Design Principles,2019-11-08
229620,Weblate,Information Disclosure on demo.weblate.org,hackerone.com/reports/229620,7,0.0,Information Disclosure,2017-06-02
229622,Ubiquiti Inc.,Directory traversal at https://nightly.ubnt.com,hackerone.com/reports/229622,26,0.0,Path Traversal,2017-10-10
229690,Eternal,Amazon S3 bucket misconfiguration (share),hackerone.com/reports/229690,18,0.0,Improper Access Control - Generic,2017-05-18
229735,Weblate,Self-XSS can be achieved in the editor link using filter bypass,hackerone.com/reports/229735,5,0.0,Cross-site Scripting (XSS) - Generic,2017-06-02
229796,Weblate,Missing restriction on string size,hackerone.com/reports/229796,5,0.0,,2017-06-03
229825,Weblate,Rate Limit Issue on hosted.weblate.org,hackerone.com/reports/229825,10,0.0,Improper Restriction of Authentication Attempts,2017-07-02
229869,Weblate,Adding Email lacks Password validation,hackerone.com/reports/229869,3,0.0,,2017-06-28
229909,Weblate,No notificatoin sent on email after account deletion.,hackerone.com/reports/229909,4,0.0,,2017-06-02
229920,Weblate,Password Restriction,hackerone.com/reports/229920,12,0.0,Violation of Secure Design Principles,2017-08-19
229987,Weblate,Password token validation in https://demo.weblate.org/,hackerone.com/reports/229987,3,0.0,Improper Authentication - Generic,2017-06-27
230026,U.S. Dept Of Defense,Insecure Direct Object Reference on in-scope .mil website,hackerone.com/reports/230026,8,0.0,Insecure Direct Object Reference (IDOR),2019-12-02
230029,Concrete CMS,Stored XSS in Pages SEO dialog Name field (concrete5 8.1.0),hackerone.com/reports/230029,9,0.0,Cross-site Scripting (XSS) - Stored,2017-07-27
230076,Weblate,Takeover of an account via reset password options after removing the account,hackerone.com/reports/230076,7,0.0,Improper Authentication - Generic,2017-06-13
230098,Paragon Initiative Enterprises,Full directory path listing,hackerone.com/reports/230098,14,0.0,Information Exposure Through Directory Listing,2017-05-20
230119,Eternal,Reflected XSS in Zomato Mobile - category parameter,hackerone.com/reports/230119,7,0.0,Cross-site Scripting (XSS) - Reflected,2017-06-26
230194,Weblate,Option method enabled,hackerone.com/reports/230194,5,0.0,Violation of Secure Design Principles,2017-05-21
230232,WordPress,Stored self-XSS in mercantile.wordpress.org checkout,hackerone.com/reports/230232,15,0.0,Cross-site Scripting (XSS) - Stored,2017-07-14
230234,WordPress,[mercantile.wordpress.org] Reflected XSS via AngularJS Template Injection,hackerone.com/reports/230234,29,0.0,Cross-site Scripting (XSS) - Reflected,2017-06-14
230278,Concrete CMS,Stored XSS in Headline TextControl element in Express forms [ concrete5 8.1.0 ],hackerone.com/reports/230278,12,0.0,Cross-site Scripting (XSS) - Stored,2017-07-14
230328,Nextcloud,IDOR unsubscribe Anyone from NextClouds Newsletters by knowing their Email ,hackerone.com/reports/230328,29,0.0,Insecure Direct Object Reference (IDOR),2017-09-16
230428,Coinbase,Csrf bug on signup session,hackerone.com/reports/230428,2,0.0,Cross-Site Request Forgery (CSRF),2017-08-30
230435,WordPress,DOM Based XSS In mercantile.wordpress.org,hackerone.com/reports/230435,21,0.0,Cross-site Scripting (XSS) - DOM,2017-06-14
230436,Coinbase,CSRF bug on password change,hackerone.com/reports/230436,0,0.0,Cross-Site Request Forgery (CSRF),2017-08-28
230525,Legal Robot,Domain takeover (legalrobot.co.za),hackerone.com/reports/230525,15,0.0,Improper Authentication - Generic,2017-07-17
